comp54, C1SC=CC=1C1=CC=C(C)C=C1, 1, C1%91SC=CC=1C1=CC=C(C)C=C1.[*]%91
comp55, C1(Br)SC(Br)=CC=1, 7, C1(Br)SC(Br)=CC%91=1.[*]%91
comp56, C1(C)SC(C)=CC=1, 2, C1(=C%91C=C(C)S1)C.[*]%91
comp57, C1(=CC=C(Br)S1)Cl, 2, C1(=C%91C=C(Br)S1)Cl.[*]%91
comp58, C1(=CC=C(Br)S1)Cl, 3, C1(=CC%91=C(Br)S1)Cl.[*]%91
comp59, C1(=CC=C(C)S1)Cl, 2, C1(=C%91C=C(C)S1)Cl.[*]%91
comp60, C1(=CC=C(C)S1)Cl, 3, C1(=CC%91=C(C)S1)Cl.[*]%91
comp61, C1(=CC=C(I)S1)Cl, 2, C1(=C%91C=C(I)S1)Cl.[*]%91
comp62, C1(=CC=C(I)S1)Cl, 3, C1(=CC%91=C(I)S1)Cl.[*]%91
comp63, C1=CC=CN1C, 4, C1=CC=C%91N1C.[*]%91
comp64, C1=CC=CN1C, 3, C1=CC%91=CN1C.[*]%91
comp65, C1=CC=CN1O[Si](C)(C)C, 4, C1=CC=C%91N1O[Si](C)(C)C.[*]%91
comp66, C1=CC=CN1O[Si](C)(C)C, 3, C1=CC%91=CN1O[Si](C)(C)C.[*]%91
comp67, C1=CC=CN1C(=O)OC(C)(C)C, 3, C1=CC%91=CN1C(=O)OC(C)(C)C.[*]%91
comp68, S1C=CC=C1C1SCCCS1, 4, S1C=CC%91=C1C1SCCCS1.[*]%91
comp69, S1C=CC(C#N)=C1, 2, S1C%91=CC(C#N)=C1.[*]%91
comp70, S1C=CC(C#N)=C1, 7, S1C=CC(C#N)=C%911.[*]%91
comp71, C1C=CC=C2NC=CC=12, 7, C1C=CC=C2NC%91=CC=12.[*]%91
comp72, C1C=CC=C2NC=CC=12, 8, C1C=CC=C2NC=C%91C=12.[*]%91
comp73, C1C=CC=C2SC=CC=12, 7, C1C=CC=C2SC%91=CC=12.[*]%91
comp74, C1C=CC=C2SC=CC=12, 8, C1C=CC=C2SC=C%91C=12.[*]%91
comp75, C1C=CC=C2OC=CC=12, 7, C1C=CC=C2OC%91=CC=12.[*]%91
comp76, C1C=CC=C2OC=CC=12, 8, C1C=CC=C2OC=C%91C=12.[*]%91
comp77, C1C=CC=C2NC(C3=CC=CC=C3)=CC=12, 4, C1C=CC%91=C2NC(C3=CC=CC=C3)=CC=12.[*]%91
comp78, C1C=CC=C2NC=C(C[C@H](NC(=O)OC(C)(C)C)C(=O)OC)C=12 |&1:9,r|, 7, C1C=CC=C2NC%91=C(C[C@H](NC(=O)OC(C)(C)C)C(=O)OC)C=12.[*]%91 |&1:9,r|
comp79, C1C=CC=C2OC(B3OC(C)(C)C(C)(C)O3)=CC=12, 4, C1C=CC%91=C2OC(B3OC(C)(C)C(C)(C)O3)=CC=12.[*]%91 
comp80, C1C=CC=C2OC(B3OC(C)(C)C(C)(C)O3)=CC=12, 3, C1C=C%91C=C2OC(B3OC(C)(C)C(C)(C)O3)=CC=12.[*]%91 
comp81, C1C=CC=C2N(O[Si](C)(C)C)C=C(C)C=12, 3, C1C=C%91C=C2N(O[Si](C)(C)C)C=C(C)C=12.[*]%91
comp82, C1C=CC=C2N(O[Si](C)(C)C)C=C(C)C=12, 2, C1C%91=CC=C2N(O[Si](C)(C)C)C=C(C)C=12.[*]%91
comp83, C1C=CC=C2N(O[Si](C)(C)C)C3C=CC(CC)=CC=3C=12, 3, C1C=C%91C=C2N(O[Si](C)(C)C)C3C=CC(CC)=CC=3C=12.[*]%91
comp84, C1C=CC=C2N(O[Si](C)(C)C)C3C=CC(CC)=CC=3C=12, 2, C1C%91=CC=C2N(O[Si](C)(C)C)C3C=CC(CC)=CC=3C=12.[*]%91
comp85, C1C=CC=C2SC(C3SCCCS3)=CC=12, 14, C1C=CC=C2SC(C3SCCCS3)=C%91C=12.[*]%91
comp86, N1(C(=O)OC(C)C)C2C=CC=CC=2C2C=CC=CC1=2, 9, N1(C(=O)OC(C)C)C2C%91=CC=CC=2C2C=CC=CC1=2.[*]%91
comp87, C1C=CC=C2SC=C([Si]([H])(C)C)C=12, 1, C1%91C=CC=C2SC=C([Si]([H])(C)C)C=12.[*]%91
comp88, C1C=CC=C2N(C(=O)OC(C)(C)C)C=C([Si]([H])(C)C)C=12, 1, C1%91C=CC=C2N(C(=O)OC(C)(C)C)C=C([Si]([H])(C)C)C=12.[*]%91
comp89, C1=CC=NC=C1, 6, C1=CC=NC=C%911.[*]%91
comp90, C1=CC=NC=C1, 1, C1%91=CC=NC=C1.[*]%91
comp91, C1=CC(F)=NC=C1, 1, C1%91=CC(F)=NC=C1.[*]%91
comp92, C1=CC(F)=NC=C1, 2, C1=C%91C(F)=NC=C1.[*]%91
comp93, C1=CC(F)=NC=C1, 7, C1=CC(F)=NC=C%911.[*]%91
comp94, C1=C(Cl)C(Cl)=NC=C1, 8, C1=C(Cl)C(Cl)=NC=C%911.[*]%91
comp95, C1=C(C(=O)OC)C(F)=NC=C1, 11, C1=C(C(=O)OC)C(F)=NC=C%911.[*]%91
comp96, C1=C(C(=O)OC)C(F)=NC=C1, 3, C1C=C%91N=C(F)C=1C(OC)=O.[*]%91
comp97, N1=CC=C(C(F)(F)F)C=C1Cl, 2, N1=C%91C=C(C(F)(F)F)C=C1Cl.[*]%91
comp98, N1=CC=C(C)C=C1C, 3, N1=CC%91=C(C)C=C1C.[*]%91
comp99, N1=CC=C(C)C=C1C, 2, N1=C%91C=C(C)C=C1C.[*]%91
comp100, N1=CC(Br)=CC=C1C#N, 6, N1=CC(Br)=CC%91=C1C#N.[*]%91
comp101, N1=CC(Br)=CC=C1C#N, 5, N1=CC(Br)=C%91C=C1C#N.[*]%91
comp102, C1=CC=CC=C1C, 4, C1=CC=C%91C=C1C.[*]%91
comp103, C1=CC=CC=C1C, 3, C1=CC%91=CC=C1C.[*]%91
comp104, C1(C)NC(C#N)=CC=1, 7, C1(C)NC(C#N)=C%91C=1.[*]%91
comp105, C1(C)NC(C#N)=CC=1, 8, C1(C)NC(C#N)=CC%91=1.[*]%91 
comp106, C1SC=CC=1C#N, 3, C1SC%91=CC=1C#N.[*]%91
comp107, C1SC=CC=1C#N, 1, C1%91SC=CC=1C#N.[*]%91
comp108, C1SC=CC=1Cl, 3, C1SC%91=CC=1Cl.[*]%91
comp109, C1SC=CC=1Cl, 1, C1%91SC=CC=1Cl.[*]%91
comp110, C1=C(C2=CC=C(C)C=C2)C=CS1, 11, C1=C(C2=CC=C(C)C=C2)C=C%91S1.[*]%91 
comp111, C1=C(C2=CC=C(C)C=C2)C=CS1, 1, C1%91=C(C2=CC=C(C)C=C2)C=CS1.[*]%91
comp112, C1(=CC=C(Br)S1)Cl, 2, C1(=C%91C=C(Br)S1)Cl.[*]%91
comp113, C1(=CC=C(Br)S1)Cl, 3, C1(=CC%91=C(Br)S1)Cl.[*]%91
comp114, C1(=CC=C(C)S1)Cl, 2, C1(=C%91C=C(C)S1)Cl.[*]%91
comp115, C1(=CC=C(C)S1)Cl, 3, C1(=CC%91=C(C)S1)Cl.[*]%91
comp116, C1(=CC=C(I)S1)Cl, 2, C1(=C%91C=C(I)S1)Cl.[*]%91
comp117, C1(=CC=C(I)S1)Cl, 3, C1(=CC%91=C(I)S1)Cl.[*]%91
comp118, C1=CC=CN1C, 4, C1=CC=C%91N1C.[*]%91
comp119, C1=CC=CN1C, 3, C1=CC%91=CN1C.[*]%91
comp120, C1=CC=CN1O[Si](C)(C)C, 4, C1=CC=C%91N1O[Si](C)(C)C.[*]%91
comp121, C1=CC=CN1O[Si](C)(C)C, 3, C1=CC%91=CN1O[Si](C)(C)C.[*]%91
comp122, S1C(Cl)=CC=C1C(=O)CC, 5, S1C(Cl)=CC%91=C1C(=O)CC.[*]%91
comp123, S1C(Cl)=CC=C1C(=O)CC, 4, S1C(Cl)=C%91C=C1C(=O)CC.[*]%91
comp124, S1C(Cl)=CC=C1C(=O)CC, 5, S1C(Cl)=CC%91=C1C(=O)CC.[*]%91
comp125, S1C(Cl)=CC=C1C(=O)CC, 4, S1C(Cl)=C%91C=C1C(=O)CC.[*]%91
comp126, O1C(C)=CC=C1C(=O)C, 5, O1C(C)=CC%91=C1C(=O)C.[*]%91
comp127, O1C(C)=CC=C1C(=O)C, 4, O1C(C)=C%91C=C1C(=O)C.[*]%91
comp128, O1C(C)=CC=C1C(=O)C, 5, O1C(C)=CC%91=C1C(=O)C.[*]%91
comp129, O1C(C)=CC=C1C(=O)C, 4, O1C(C)=C%91C=C1C(=O)C.[*]%91
comp130, N1(C)C=CC=C1C(=O)N(CCCCCC)CCCCCC, 4, N1(C)C=C%91C=C1C(=O)N(CCCCCC)CCCCCC.[*]%91
comp131, N1(C)C=CC=C1C(=O)N(CCCCCC)CCCCCC, 3, N1(C)C%91=CC=C1C(=O)N(CCCCCC)CCCCCC.[*]%91
comp132, S1C=CC(C#N)=C1, 2, S1C%91=CC(C#N)=C1.[*]%91
comp133, S1C=CC(C#N)=C1, 7, S1C=CC(C#N)=C%911.[*]%91
comp134, C1C=CC=C2NC=CC=12, 7, C1C=CC=C2NC%91=CC=12.[*]%91
comp135, C1C=CC=C2NC=CC=12, 8, C1C=CC=C2NC=C%91C=12.[*]%91
comp136, C1C=CC=C2SC=CC=12, 7, C1C=CC=C2SC%91=CC=12.[*]%91
comp137, C1C=CC=C2SC=CC=12, 8, C1C=CC=C2SC=C%91C=12.[*]%91
comp138, C1C=CC=C2OC=CC=12, 7, C1C=CC=C2OC%91=CC=12.[*]%91
comp139, C1C=CC=C2OC=CC=12, 8, C1C=CC=C2OC=C%91C=12.[*]%91
comp140, C1C=CC=C2N(C)C=CC=12, 8, C1C=CC=C2N(C)C%91=CC=12.[*]%91
comp141, C1C=CC=C2N(C)C=CC=12, 9, C1C=CC=C2N(C)C=C%91C=12.[*]%91
comp142, C1C=CC=C2N(O[Si](C)(C)C)C=C(C)C=12, 3, C1C=C%91C=C2N(O[Si](C)(C)C)C=C(C)C=12.[*]%91
comp143, C1C=CC=C2N(O[Si](C)(C)C)C=C(C)C=12, 2, C1C%91=CC=C2N(O[Si](C)(C)C)C=C(C)C=12.[*]%91
comp144, C1C=CC=C2N(O[Si](C)(C)C)C3C=CC(CC)=CC=3C=12, 3, C1C=C%91C=C2N(O[Si](C)(C)C)C3C=CC(CC)=CC=3C=12.[*]%91
comp145, C1C=CC=C2N(O[Si](C)(C)C)C3C=CC(CC)=CC=3C=12, 2, C1C%91=CC=C2N(O[Si](C)(C)C)C3C=CC(CC)=CC=3C=12.[*]%91
comp146, C1=CC(F)=NC=C1, 1, C1%91=CC(F)=NC=C1.[*]%91
comp147, C1=CC(F)=NC=C1, 2, C1=C%91C(F)=NC=C1.[*]%91
comp148, C1=CC(F)=NC=C1, 7, C1=CC(F)=NC=C%911.[*]%91
comp149, N1=CC=C(C(F)(F)F)C=C1Cl, 2, N1=C%91C=C(C(F)(F)F)C=C1Cl.[*]%91
comp150, C1=CC(C(=O)N(CC)CC)=NC=C1, 1, C1%91=CC(C(=O)N(CC)CC)=NC=C1.[*]%91
comp151, C1=CC(C(=O)N(CC)CC)=NC=C1, 13, C1=CC(C(=O)N(CC)CC)=NC=C%911.[*]%91
comp152, C1C=C(C)C=C2N=C(C)C=CC=12, 11, C1C=C(C)C=C2N=C(C)C=C%91C=12.[*]%91
comp153, C1C=C(C)C=C2N=C(C)C=CC=12, 1, C1%91C=C(C)C=C2N=C(C)C=CC=12.[*]%91
comp154, C1C=C(C(F)(F)F)C=C2N=C(C)C=CC=12, 14, C1C=C(C(F)(F)F)C=C2N=C(C)C=C%91C=12.[*]%91
comp155, C1C=C(C(F)(F)F)C=C2N=C(C)C=CC=12, 1, C1%91C=C(C(F)(F)F)C=C2N=C(C)C=CC=12.[*]%91
comp156, C12N=C(C)SC1=CC=CC=2, 7, C12N=C(C)SC1=C%91C=CC=2.[*]%91
comp157, C12N=C(C)SC1=CC=CC=2, 8, C12N=C(C)SC1=CC%91=CC=2.[*]%91
comp158, C12N=C(C)SC1=CC=CC=2, 9, C12N=C(C)SC1=CC=C%91C=2.[*]%91
comp159, C1=NC(Cl)=C(C)N=C1, 1, C1%91=NC(Cl)=C(C)N=C1.[*]%91
comp160, C1=NC(Cl)=C(C)N=C1, 8, C1=NC(Cl)=C(C)N=C%911.[*]%91
comp161, C1C=CC=C2C=CB(C3=CC=C(C(F)(F)F)C=C3)N(C)C=12, 2, C1C%91=CC=C2C=CB(C3=CC=C(C(F)(F)F)C=C3)N(C)C=12.[*]%91
comp162, C1C=CC=C2C=CB(C3=CC=C(C(F)(F)F)C=C3)N(C)C=12, 3, C1C=C%91C=C2C=CB(C3=CC=C(C(F)(F)F)C=C3)N(C)C=12.[*]%91
comp163, C1=CC(F)=CC(Cl)=C1, 1, C1%91=CC(F)=CC(Cl)=C1.[*]%91
comp164, C1=CC(F)=CC(Cl)=C1, 2, C1=C%91C(F)=CC(Cl)=C1.[*]%91
comp165, C1=CC(F)=CC(Br)=C1, 1, C1%91=CC(F)=CC(Br)=C1.[*]%91
comp166, C1=CC(F)=CC(Br)=C1, 2, C1=C%91C(F)=CC(Br)=C1.[*]%91
comp167, C1=CC(F)=CC(I)=C1, 1, C1%91=CC(F)=CC(=C1)I.[*]%91
comp168, C1=CC(F)=CC(I)=C1, 2, C1=C%91C(F)=CC(=C1)I.[*]%91
comp169, C1=CC(F)=NC(=C1)Cl, 1, C1%91=CC(F)=NC(=C1)Cl.[*]%91
comp170, C1=CC(F)=NC(=C1)Cl, 2, C1=C%91C(F)=NC(=C1)Cl.[*]%91
comp171, C1=CC(C#N)=CC(C#N)=C1, 1, C1%91=CC(C#N)=CC(C#N)=C1.[*]%91
comp172, C1=CC(C#N)=CC(C#N)=C1, 2, C1=C%91C(C#N)=CC(C#N)=C1.[*]%91
comp173, C1=CC(F)=CC=C1Cl, 2, C1=C%91C(F)=CC=C1Cl.[*]%91
comp174, C1=CC(F)=CC=C1Cl, 1, C1%91=CC(F)=CC=C1Cl.[*]%91
comp175, C1=CC(C#N)=CC=C1Cl, 2, C1=C%91C(C#N)=CC=C1Cl.[*]%91
comp176, C1=CC(C#N)=CC=C1Cl, 1, C1%91=CC(C#N)=CC=C1Cl.[*]%91
comp177, C1=CC(C#N)=NC=C1Br, 2, C1=C%91C(C#N)=NC=C1Br.[*]%91
comp178, C1=CC(C#N)=NC=C1Br, 1, C1%91=CC(C#N)=NC=C1Br.[*]%91
comp179, C1=C(F)C(Cl)=NC=C1, 8, C1=C(F)C(Cl)=NC=C%911.[*]%91
comp180, C1=C(F)C(Cl)=NC=C1, 1, C1%91=C(F)C(Cl)=NC=C1.[*]%91
comp181, O1C(C#N)=CC=C1C, 5, O1C(C#N)=C%91C=C1C.[*]%91
comp182, O1C(C#N)=CC=C1C, 6, O1C(C#N)=CC%91=C1C.[*]%91
comp183, S1C(C#N)=CC=C1Br, 5, S1C(C#N)=C%91C=C1Br.[*]%91
comp184, S1C(C#N)=CC=C1Br, 6, S1C(C#N)=CC%91=C1Br.[*]%91
comp185, N1(C)C(C#N)=CC=C1C, 6, N1(C)C(C#N)=C%91C=C1C.[*]%91
comp186, N1(C)C(C#N)=CC=C1C, 7, N1(C)C(C#N)=CC%91=C1C.[*]%91
comp187, S1C(C#N)=CC=C1C, 5, S1C(C#N)=C%91C=C1C.[*]%91
comp188, S1C(C#N)=CC=C1C, 6, S1C(C#N)=CC%91=C1C.[*]%91
comp189, S1C=CC(C#N)=C1, 2, S1C%91=CC(C#N)=C1.[*]%91
comp190, S1C=CC(C#N)=C1, 7, S1C=CC(C#N)=C%911.[*]%91
comp191, S1C=CC(Cl)=C1, 2, S1C%91=CC(Cl)=C1.[*]%91
comp192, S1C=CC(Cl)=C1, 6, S1C=CC(Cl)=C%911.[*]%91
comp193, N1(C)N=CC=C1, 5, N1(C)N=CC%91=C1.[*]%91
comp194, N1(C)N=CC=C1, 6, N1(C)N=CC=C%911.[*]%91
comp195, C1C=CC=C2C=COC=12, 6, C1C=CC=C2C%91=COC=12.[*]%91
comp196, C1C=CC=C2C=COC=12, 7, C1C=CC=C2C=C%91OC=12.[*]%91
